,r1,r2,a1,a2
0,0.4629734512882435,0.13886342839386032,-0.08554786620052593,-0.013590995776708963
1,0.701382212636996,-0.3546990685129464,-0.42751751135406774,-0.17148674552433768
2,-0.5584658196109521,0.37855192700931767,-0.6207624766742074,0.14169804544793574
3,0.3746795347601318,0.044567322387907345,-0.49787240035347896,-0.24578145617026562
4,-0.6447107444222157,-0.4196127085787588,0.37440327393902206,0.0007959650516765673
5,0.15730741874549778,-0.42866640342980245,-0.5016267510053442,0.2583335679036696
6,-0.5461688184138622,-0.08119572121524331,0.23174190718980953,-0.474594707055026
7,0.4835945142721821,0.14765794810212635,-0.10971453456937928,-0.4057518522362221
8,0.5380240009193855,-0.1926161688395225,0.07127281059254309,-0.4416982796932413
9,0.4180345956049146,0.4402725645645441,-0.214063022737248,0.11400333113203481
10,0.38852683195068805,-0.42800859958665605,-0.47252172526395425,-0.02506327470040067
11,-0.009471732309897434,-0.34556700284791225,0.3637976815864237,0.522095928048229
12,-0.3076564479798522,-0.5250390793217236,-0.5844918880133809,0.26154992766411
13,-0.3776077518443515,-0.5110726871345227,-0.7008086118118508,0.18858775681754072
14,-0.02141518811922834,0.5702531220852345,0.42774923953370725,-0.367236852557805
15,-0.2583423436758202,0.0705326821986416,-0.6216447170828778,0.16526307663200135
16,0.2665246806246088,-0.1882686893532832,-0.031821990333160924,-0.4454782881323923
17,-0.004648700225363913,0.26318238649330095,0.4645398878442226,0.10610712001231894
18,0.009122284752683863,0.23018987019428824,-0.4809262790942873,-0.21881450305099356
19,0.07142424079060557,0.6050271187946383,0.43279897885871416,0.07460686392434511
20,-0.3188690268364677,-0.34245184282951413,-0.62318189213269,0.16190986489789044
21,0.01174872873285821,0.42009996476535777,0.4745573442603538,0.016624947136332103
22,-0.44236068136134055,0.35615454073725156,0.19306446984414866,0.4629312077319489
23,0.2749921698689898,0.5429999632120752,0.27358754375336336,-0.3495095852521799
24,-0.4786376660158777,-0.1799019103782173,0.131498251503553,0.112303120554571
25,0.17350901342314062,0.6958438894783829,0.0893449490932744,-0.239047936823479
26,-0.050652321301379435,0.4181893532383811,0.4128529441797049,0.39130149215989785
27,0.28335739831208,-0.01143501926832289,-0.12636412942760333,0.07255607794440705
28,-0.5302395648544135,-0.29884756944490914,-0.09126904864716616,0.02840909804400585
29,0.41897168609902535,0.046888279604839385,0.3849738187024383,-0.0016988986683079553
30,-0.30493520193732815,-0.38865546604536866,0.39148568409871054,0.12960660530930493
31,0.025274947764078747,0.426149124402025,0.6591309284776244,0.05364393726868111
32,0.41485448285243104,-0.11157789280641817,-0.14594459421754818,-0.47388085085221165
33,0.3283829493760266,0.3257048850439625,0.6644777507313853,-0.02796235675438336
34,-0.44508744802532557,-0.01873799551055889,0.057251541717136124,0.2601219700760359
35,0.41820982446087884,0.5233412606714536,0.030000400767031515,-0.10911145454292268
36,-0.32176321439519456,-0.24305891594014042,-0.16997434947166157,-0.0989395702011495
37,0.30711339891923484,0.688651080117362,-0.5904799415781268,0.028126106679319238
38,-0.6038198960399096,0.06334350265668647,0.2085157958787199,-0.17214839693383235
39,0.47041170048580067,0.22668215566932862,0.26047260904328307,-0.37398448107808974
40,-0.37016306098218055,-0.6888371452159214,-0.048481900223417904,-0.1932515884458355
41,-0.29677689691276404,0.08357256012394862,-0.3161462569916967,-0.34909423748214974
42,-0.32133949897886527,-0.04301053106135809,0.31681722448428656,0.13716239249789888
43,-0.4990641292113643,-0.29711457626258386,0.22849307791139992,0.31273269718707636
44,-0.06840873476145103,0.1653437163942395,-0.21754336441494962,-0.6233812181809877
45,-0.25753547138218813,-0.49105724657661004,0.7516908637083475,0.09019440159486894
46,0.47909698143095214,0.17571370562826155,-0.5263284168562231,0.04868943413816942
47,-0.34137787808534287,-0.45918255671764313,-0.7176421023305951,0.17839277472487258
48,0.2994279109814595,-0.20690580359145436,-0.23728119439370662,0.13455765916709936
49,0.023140552068946777,0.08218320209784892,0.7426733552343084,-0.3218005183708504
50,0.22723101061935033,0.2766474995178688,0.24285791181820687,-0.08925927884517613
51,-0.5135591659955255,0.008167600205185534,-0.5652057937865398,0.28260067980452913
52,0.2907932167406024,-0.10733736418863364,-0.12302570316547502,0.15908523658974494
53,0.42658262636870925,0.37963356195332465,-0.3094194119473926,-0.5141808851421676
54,-0.2227693780121528,0.4713989117275481,0.2811979928597204,0.22407446912486984
55,0.08743272000698264,0.47447389274135415,0.12493759910650555,0.20264406427836634
56,-0.5722925572534464,-0.1236284995469632,-0.44391516712309065,0.06419000114289712
57,0.2345573522024371,0.12042156006704559,-0.5212559245143523,0.05803134331646468
58,-0.5396680615202146,0.28853997082703503,-0.019143495854744466,0.09457180835288537
59,-0.3973522045063984,-0.2557854988867723,-0.410363861066193,-0.25657786440680636
60,-0.5190047178013231,0.2769493356960214,0.681146519138534,0.16551965370373184
61,-0.10507240166210803,-0.16333523024718297,0.033213018893957065,-0.22216388614272145
62,-0.772876418303166,0.26379036933983085,-0.48460729213060405,-0.02113500373096374
63,-0.23590539013682787,-0.30699351396737956,-0.37115390530148173,-0.2811305876420645
64,-0.29711856132687775,-0.34584990460966886,-0.013001502598895452,-0.35705281891895513
65,0.5354883545479198,-0.18008610122374397,-0.10107708092372683,-0.5761504777312904
66,-0.446998940799417,-0.19409100207055735,0.31174480146979583,0.211700897401584
67,-0.026792709509488043,0.5280215562143521,0.5770964412886889,-0.1719823691767767
68,-0.5351460232951819,0.02613971939232432,-0.10787639665223417,0.37828694955440395
69,-0.24714869766169686,0.326228576200917,-0.5064100711398412,0.22986465500665457
70,-0.06970892365664731,-0.3641382587348196,-0.24779059056611955,-0.15119833298857607
71,-0.1789519674583716,0.3806202660513163,0.3815697637943659,0.013429790467073703
72,0.4566859179176091,-0.3301384956120505,-0.23160066546160293,0.08350585545624672
73,0.5269626924665772,0.22860566257587697,0.2202109646328234,0.002363752737256879
74,-0.7036121718528496,0.02020109039094368,0.23153332633594004,-0.31029366909096917
75,0.5408264139414589,0.19051739607007395,0.43112776139946246,-0.360187662073314
76,-0.5011639001229515,0.4756593649758599,0.11739407332991394,-0.3944847256107521
77,0.3914386814611804,0.5368317826429846,-0.4450982009979491,0.2850326129937389
78,0.22178507017286225,-0.1278779328871969,-0.14002762719890455,-0.17517368925202334
79,0.5539733165144288,-0.23087045656481447,-0.12224288648613786,-0.36486777322710323
80,0.5189619032186897,0.2453019621672867,0.516275192099123,0.11243690864969232
