,r1,r2,a1,a2
0,-0.5287382272321695,-0.6381389345154671,0.2154377914689843,0.42108638347904775
1,-0.9761140762285263,0.08248483972201585,0.4005301945093025,0.46020266306474367
2,0.8381147403130262,-0.3384614261043482,0.7419430894134387,0.24471260693099223
3,-0.366702255508887,-0.17169892950462748,0.47781892218247835,0.5648421928608108
4,0.5646539459397579,0.8507030282595266,-0.34454693578346574,-0.1589451719112821
5,-0.3558429360194087,0.4680950982897106,0.744349705117506,-0.23124234638359492
6,0.5337285229700209,0.3161251140932604,-0.4239851104651203,0.38695168024848253
7,-0.5160792896190763,-0.4213466424572846,-0.06824481355172206,0.4883613382742587
8,-0.6076120791234196,-0.018127391958776017,-0.4434524176976081,0.6285981292951172
9,-0.25395003570755686,-0.6209132078157666,0.24384275420969526,-0.02345166025566626
10,-0.7045402505266665,0.46968018171998194,0.6432635354992183,0.5150864003610562
11,-0.11349390109873843,0.34826206885473504,-0.006222476415649841,-1.045901235648066
12,0.07510347934510114,0.6383435457699073,0.7955341544968467,-0.07786497386854623
13,0.17368714864959708,0.7052546800386129,0.7961875265418394,0.10694367551344794
14,0.220166600952992,-0.5372051528095438,-0.6122023532951593,0.21447599380299764
15,0.5619842655189045,-0.5081232096610602,0.6711081925685423,0.12302383856100436
16,-0.4109240751544207,0.1609769705042895,-0.20378558295276944,0.5291833822304405
17,0.11753226064027415,-0.2618517617847758,-0.4079372394714944,-0.28881294602811386
18,0.1270246262598177,-0.3067150010174582,0.39263577108997627,0.4086076852771756
19,0.15329978545231876,-0.6218525045355919,-0.550177925230083,-0.9136552796964242
20,0.15834867122889473,0.5473176208630388,0.6738423575518991,0.13153089870743948
21,0.15579234024435515,-0.44214156118076564,-0.9467229538299686,-0.3323149918392518
22,0.5406102719951549,-0.18203509282967067,0.04509750567822643,-0.6205334185531872
23,-0.010705428873254666,-0.7523212783566862,-0.46955076369773363,0.2712717106902949
24,0.4045487481077139,0.3492740364232864,0.1201647402783656,-0.5907940385493528
25,0.11280537046570667,-0.8369640730215617,-0.17685403222258572,0.18130938212871794
26,0.2127044083409592,-0.39179314905764406,-0.3098576333185635,-0.588814060487067
27,-0.27873765423255,-0.11300140237196157,0.14819425208946402,-0.02344770911043392
28,0.4281825057950998,0.5428318806638489,0.09577196780495867,0.003359651422046714
29,-0.6417380784808339,-0.6330974593369075,-0.48337775509417436,-0.15644738317777038
30,0.19485787220931344,0.6046675232373145,-0.3345359131153349,-0.3104577964669718
31,0.31028284185281074,-0.7891311173206248,-0.6357945589010883,-0.3587022592603185
32,-0.41756912076486186,-0.056914954420809585,-0.0769056374529329,0.634660890291807
33,-0.2007378706048722,-0.4588438629031092,-0.688596970486109,-0.2404018585580746
34,0.4478297101407642,0.19690388660538524,0.023859345438070403,-0.2823500486537544
35,-0.19183231324916636,-0.6868946009987263,-0.08947658705281102,0.09679321440471253
36,0.20062946106882257,0.45842418169938787,0.12646883924240127,0.15402164543903593
37,-0.03581286427148612,-0.8190028654267637,0.622188826390929,0.25680838454073485
38,0.6416127076882036,0.168856799902034,-0.395162413174311,0.11073960905585113
39,-0.35811248528319156,-0.4009094606511465,-0.391171887086051,0.27864291235680944
40,0.05601659775653103,1.0096803456295533,-0.12168500888774601,0.42228610199411215
41,0.6189418713275056,-0.47805455561370425,0.15376770993288216,0.579245937238192
42,0.6499044964361322,0.2683786214973999,-0.254555288008029,-0.26164165247433213
43,0.46524210870573457,0.6119191413215613,-0.1368841581698292,-0.40172754507162906
44,0.1228409065995267,-0.12178285178558937,-0.04985006679373517,0.7083836855336354
45,0.005840402995963538,0.8275292028592685,-0.7049968952710669,-0.4223549555719545
46,-0.39927239537659065,-0.41489160431603367,0.5919164851230413,0.2293149370649432
47,0.11745248797141762,0.6324461937593411,1.1179502953624127,0.37113529514485305
48,-0.38548675125425724,0.11128444514405486,0.2556031878122598,-0.02759080150889601
49,0.012869263196637906,-0.09547756791406536,-1.0135650760869528,0.10476753684415932
50,-0.09023400062180979,-0.3838440418824153,-0.3831853197215914,-0.0009960511554471382
51,0.5131425658855139,0.1858382243176379,0.7135455490506081,-0.06314652938051221
52,-0.30071049414548073,-0.009884051362849793,0.1772104754644813,-0.09684569725559579
53,-0.2692368980309597,-0.5623047249939875,0.08911726952844976,0.6939047663947887
54,0.36291740769952785,-0.3763637537783246,-0.19741099351810254,-0.3183574639610872
55,0.10563684326492917,-0.48212375571903304,-0.05228927305657489,-0.22247122257137533
56,0.582815722168917,0.322977928464881,0.4318208730996647,0.12052259709986328
57,-0.16624700452547114,-0.1881261104857338,0.5802218013244728,0.19671295370514072
58,0.6114029888889629,-0.08260878105252305,0.4404297771775473,-0.763041734074457
59,0.3199064740495864,0.45446431264828735,0.31500578239682614,0.421852493138568
60,0.7922111902214682,-0.3468097762693531,-0.5982039142102412,-0.46470119768931295
61,0.04645392796642534,0.20639082642152426,-0.3507635820775374,0.5598283549184967
62,0.9230577580841192,0.017245224779075894,0.5101768831253957,0.3151721281347313
63,0.08009385139132581,0.5980733358124795,0.36527991902332235,0.6307453562537734
64,0.14553717679347405,0.43789772283481965,-0.19107357504154063,0.46989156186513165
65,-0.616906179485149,-0.022791399952170433,-0.13063576803215324,0.617976343719602
66,0.3822953121948511,0.385496203355901,-0.2326218608982306,-0.3491358060989221
67,0.2741520640192431,-0.6577264878801138,-0.6449731184030748,-0.06113995566728929
68,0.5325221048608796,0.15360532418356374,0.5388409474456324,-0.6930173501497376
69,0.3516322676123292,-0.23002533870784977,0.5618963604523851,-0.01690358424581361
70,-0.06231989186070865,0.3600129685250719,0.2839726659114438,0.3335127733863442
71,0.3404606950435413,-0.3671228940707814,-0.36372724218096375,-0.18601571980288423
72,-0.6099489744432086,0.1833647726443358,0.3763965203170301,-0.04203204717028943
73,-0.43144339482844024,-0.4102598387761031,-0.24585456247960766,-0.11877719491367156
74,0.7243551067534457,0.23277137927585131,-0.3496582305953445,0.18793928489230355
75,-0.4531019527221621,-0.39659984063996684,-0.6430232372060808,0.23735953769055018
76,0.6652273537327558,-0.28077619870121057,-0.3122368250957993,0.3519980384117158
