,r1,r2,a1,a2
0,-0.20406737606919867,-0.1224709022676694,-0.9191184550994808,0.10679922048243337
1,-0.29531954557843487,-0.5456531521901234,-0.20197582947737855,-0.26638903305625755
2,0.364710441115659,0.7422022394682839,-0.6883706508734091,-0.09418480427149067
3,-0.33045215470670597,-0.08769705881774242,-0.46961437575130666,-0.19560083213739174
4,1.0212957982901467,-0.12989711821180888,0.3302726455280174,-0.07932956720255793
5,-0.10000739511423894,-0.3632821120328259,-0.5287236524294651,0.09412223225750649
6,0.3597612667942852,0.24847666837706325,0.3561911481646515,-0.41034325460404575
7,-0.4318402372977036,-0.11780688916329059,0.06965580425735521,-0.30043090961451
8,-0.36490877818860046,-0.29497314733782376,0.5929278195748758,-0.5253508007150129
9,-0.3852061939768025,0.12144815379635249,-0.30773576562216837,-0.20073078250725712
10,-0.10747507773461489,-0.7394198832802189,-0.7662927375425896,0.06085429439129843
11,0.08240433156842246,-0.2865474886071474,-0.07804656346322739,1.1638367643576932
12,0.34999823100003186,-0.3381410222893854,-0.34587080449828644,-0.12104145812795716
13,0.6029715092938297,-0.29641866256356036,-0.3840617831756415,-0.07244593035640594
14,-0.23761810869060265,0.3896323347635696,0.4675080073409133,-0.26034779899840044
15,0.35745397477065577,0.0897007863839309,-0.4479017834560505,-0.0647997529309196
16,-0.41268103911408666,-0.5436094931713609,0.20640623217233914,-0.3734244613267624
17,-0.0722451933970532,0.2032168359899641,0.4183771663523897,0.18844520241265064
18,-0.024084853456894383,0.1694342810927209,-0.3221778607069277,-0.2468305083154844
19,-0.324842113622195,0.3782449756535137,0.3414591476276584,0.9912188622426541
20,0.9882329508496959,-0.48824005922454844,-0.461554860387235,-0.05852112863846369
21,-0.34481708010577705,0.4232214061469781,0.6415004684226799,0.635989886587799
22,0.1209554639572142,0.4633817803181798,-0.3085746662867612,0.42598469723233945
23,-0.5185931898100974,0.3140206509565865,0.462859231143748,-0.42309481434469254
24,0.3750636496000688,0.10140711976037003,-0.0441021245951643,0.48577582784758205
25,-0.476760564200317,0.416963719162492,0.16190413228013187,-0.22911065544787923
26,-0.1907779001694133,0.44038513088574394,0.28434428731623423,0.3906509648095795
27,-0.3322511150456376,-0.1701400639730338,-0.1301695196033576,-0.1403517455879691
28,0.5405952752518286,0.047896207832927855,-0.19721881754913537,-0.1718831914003618
29,-0.681596859822467,-0.34069524753386055,0.7791834961439539,0.49569610736408587
30,0.47740340337247966,-0.22190205081712083,0.2782722718599064,0.03813753178224212
31,-0.018552965302381385,0.32502374621583685,0.6778298328107719,0.10753430677831384
32,-0.35118174987866974,-0.2637305140491576,0.05869901599262586,-0.3321267050354357
33,-0.45452302559514557,0.10332609303975415,0.5812337243035924,0.020643364607218242
34,0.21875604087061495,0.26251577450348723,-0.07722557979255917,0.03486685992440474
35,-0.3647279713400664,0.15137534369553612,0.07243803237556999,-0.040003032993796234
36,0.4470085257673414,-0.21509189062578873,-0.18119236857726903,-0.21407275572091858
37,-0.4034567755092115,0.30150605767771554,-0.3753294140247051,-0.10836718987806174
38,0.4723960360271267,0.4929240320740821,0.34770199819937936,-0.050090083671902354
39,-0.3705894697560909,-0.04020293647104175,0.32568288917328614,-0.26709421200034633
40,0.8738362225748647,-0.6709612244469829,-0.2700996598935527,-0.7480858349172544
41,0.8483731907830491,0.3890505768292299,-0.09574851118225024,-0.36882238440459186
42,0.8460471654557788,0.3351046625471447,0.2078457981736051,0.10773788800124082
43,0.5751615723094411,0.026321602802354953,0.06770949324200569,0.13634264227401574
44,-0.2457329072235771,0.22170733547140334,0.0453847195174374,-0.4255522733939252
45,0.497471682502963,-0.32590950231131255,0.7630563650881405,0.18729453326773934
46,-0.3934888895218899,-0.09575357569280381,-0.3933158598205777,-0.016975220703109164
47,0.37243015925658407,-0.2874748335069502,-0.7978116794200867,0.25558804676708824
48,-0.4538498435538454,-0.32206743832591705,-0.2832045634700956,-0.09890368574623129
